
Sequential/524288-8,0.053246146,57%
Sequential/1048576-8,0.110208896,3%
Sequential/2097152-8,0.2266731455,9%
Sequential/4194304-8,0.469754021,2%
Parallel/524288-8,0.235503438,22%
Parallel/1048576-8,0.5376599165,6%
Parallel/2097152-8,1.1509884375000001,6%
Parallel/4194304-8,2.3164026665,3%
